"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"580647495077756928","580543268993253376","486414259","2015-03-25 08:28:45 +0000","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","@doktorgoogle It is easy to do via code, but there is no way for a user to control it.... Yet","","","",""
"580312401364418560","","","2015-03-24 10:17:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Just made a nice relaxing screensaver: http://t.co/HS9JvtZxcO","","","","http://james-forbes.com/paintchart/"
"580264149172625410","","","2015-03-24 07:05:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Programming just got 40 billion times more fun,","","","",""
"580263103117430784","","","2015-03-24 07:01:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I had _no_ idea how easy CSS transitions were to use.","","","",""
"579973065343266816","","","2015-03-23 11:48:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @abcnews: ICYMI #Atari founder Nolan Bushnell has no regrets about not owning 1/3 of #Apple http://t.co/zBTHDYDzsw http://t.co/imJpK8ztdY","579880988680962048","2768501","2015-03-23 05:42:56 +0000","http://ab.co/1Op0OHP,http://twitter.com/abcnews/status/579880988680962048/photo/1,http://ab.co/1Op0OHP,http://twitter.com/abcnews/status/579880988680962048/photo/1"
"579970912734167040","579882854567428096","121483821","2015-03-23 11:40:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@AubreySerr Kind of reminds me of Flash Gordon","","","",""
"579964896336482305","","","2015-03-23 11:16:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @tha_rami: If you are in the luxurious position that you can, always give back more than you take.","579959618379653120","17064600","2015-03-23 10:55:22 +0000",""
"579582892797399041","","","2015-03-22 09:58:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @fuckeveryword: fuck cellos","579575747108413441","2497458150","2015-03-22 09:30:00 +0000",""
"579582875130966016","","","2015-03-22 09:58:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @fuckeveryword: fuck cellophane","579568195675107328","2497458150","2015-03-22 09:00:00 +0000",""
"579162273089871872","","","2015-03-21 06:07:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Max_Fisher: Guys, no, this is not how acronyms work http://t.co/CNj5C3VR2U","578734602413588480","17060020","2015-03-20 01:47:36 +0000","http://twitter.com/Max_Fisher/status/578734602413588480/photo/1,http://twitter.com/Max_Fisher/status/578734602413588480/photo/1"
"579162070777638912","579112467265114112","17064600","2015-03-21 06:06:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@tha_rami That is exactly what I liked about Comedians in Cars Getting Coffee.  It highlights how important and valuable ""nothing"" is.","","","",""
"578893286099722240","","","2015-03-20 12:18:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I once had a science teacher who told me an ink drawing was 2 dimensional.","","","",""
"578893133183721472","","","2015-03-20 12:17:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I bet Snowden heard this sentiment throughout high school:

""Pretty sure they would know, they _are_ the teacher.""","","","",""
"578892334999326720","","","2015-03-20 12:14:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ZoeAppleseed: My ""Natures Child"" Series.Will be organising some new prints and cards soon! #drawing #illustration #contemporaryart http…","578805596343828480","2268581455","2015-03-20 06:29:42 +0000","http://twitter.com/ZoeAppleseed/status/578805596343828480/photo/1,http://twitter.com/ZoeAppleseed/status/578805596343828480/photo/1"
"578683447213830145","","","2015-03-19 22:24:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Having fun with sqlite http://t.co/RTqfsTrsyF","","","","http://twitter.com/james_a_forbes/status/578683447213830145/photo/1"
"578362519363792896","","","2015-03-19 01:09:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dressing up and shaking hands: http://t.co/XIC2wG6Vuc","","","","http://twitter.com/james_a_forbes/status/578362519363792896/photo/1"
"578361989346369536","","","2015-03-19 01:06:58 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","All bow down in respect for THE REQUIREMENTS.  None shall question THE UNCHANGING INFALLIBLE REQUIREMENTS!","","","",""
"578361554686455808","","","2015-03-19 01:05:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","haha Prototypes: not for identifying what the client actually wants, but for verifying we understood THE REQUIREMENTS http://t.co/cj22mnynij","","","","http://twitter.com/james_a_forbes/status/578361554686455808/photo/1"
"578353733546819584","","","2015-03-19 00:34:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","What is a hard hat? ""A plastic hemisphere to protect your head from injury.""
But they correct you: ""No, it is a type of clothing""","","","",""
"578352951892135936","","","2015-03-19 00:31:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Yes, but what are the ""the types of objects in a system"" , what does a ""Type"" represent? http://t.co/G02IhoP76L","","","","http://twitter.com/james_a_forbes/status/578352951892135936/photo/1"
"578352346339495936","","","2015-03-19 00:28:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pfffttt UML is a joke http://t.co/DG2eJSKtXX","","","","http://twitter.com/james_a_forbes/status/578352346339495936/photo/1"
"578221505584058368","","","2015-03-18 15:48:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","That was a really satisfying two hours of coding.  I was just moving code I'd written previously from one API to another.  But it was fun!","","","",""
"578205858187730944","","","2015-03-18 14:46:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Couldn't sleep so working.","","","",""
"578190289308774400","","","2015-03-18 13:44:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","(
  {S: 'JAMES'}[
    {E:'S'}[
      {'M': 'E'}[
        { 'A': 'M'}[
          {J: 'A'}['J']
        ]
      ]
    ]
  ]
) //=&gt; 'JAMES' #js","","","",""
"578119026695503872","406458019132624896","187994129","2015-03-18 09:01:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@elias_schuett Have you tried something like https://t.co/yOZW8hmic6 
or 
https://t.co/onxeo2nlIc","","","","https://www.npmjs.com/package/promise#promisedenodeifyfn,https://github.com/petkaantonov/bluebird/blob/master/API.md#promisification"
"578022213401477120","","","2015-03-18 02:36:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Trying to shove a round peg in a square hole just gives you extra space.  And a square peg in a round hole will eventually round off.","","","",""
"577994587605590016","577874462357393408","24585498","2015-03-18 00:47:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@TimOfLegend So it's a page of broken things: Broken Page","","","",""
"577796767116234753","","","2015-03-17 11:40:58 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @DesignUXUI: How it feels to watch a user test your product for the first time.

#UX http://t.co/IwcqECciFN","576432203560685568","188468721","2015-03-13 17:18:41 +0000","http://twitter.com/DesignUXUI/status/576432203560685568/photo/1,http://twitter.com/DesignUXUI/status/576432203560685568/photo/1"
"577768189032976386","","","2015-03-17 09:47:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @henry_dawson: The first thing a #startup should do ensure everything is UTF-8, and that clocks are UTC. Second is a business plan.","577719727713193984","21559225","2015-03-17 06:34:51 +0000",""
"577767383688855552","","","2015-03-17 09:44:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @fuckeveryword: fuck caucasians","577763810771013632","2497458150","2015-03-17 09:30:01 +0000",""
"577449453675683841","","","2015-03-16 12:40:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sqlite is my new fav","","","",""
"577038568255676416","","","2015-03-15 09:28:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I think I wrote a genuinely useful tool today. 

https://t.co/cUhDurxIRg

#javascript #js","","","","https://github.com/JAForbes/voyager"
"576973732146606080","","","2015-03-15 05:10:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Commander is great: https://t.co/ZI0wd5i9D1","","","","https://www.npmjs.com/package/commander"
"576917344154353665","","","2015-03-15 01:26:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Just realised how useful this is:

cat app.js | node -i

Puts you in the repl _after_ some script has executed and setup up the env for you.","","","",""
"576912403390025728","","","2015-03-15 01:06:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I'm concerned that there are too many function types in ES7.  Anonymous, named, constructor, async, generator.  But I'm yet to try it.","","","",""
"576911988288180225","","","2015-03-15 01:05:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I really enjoyed @jhusain 's talk on symmetric push/pull in ES7.  But I'm sceptical that async could just be a ""detail"" or an ""afterthought""","","","",""
"576908931408113664","","","2015-03-15 00:53:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","First World Problem: Hotline Miami used to be one of my favourite games.  But I'm too good at it.  So now I can't enjoy it.","","","",""
"576681157703569408","","","2015-03-14 09:47:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SimonNRicketts: This sign is supposed to show you which things are forbidden. But it actually creates the coolest dog ever. http://t.co…","506484653671612417","18991263","2014-09-01 16:52:06 +0000","http://twitter.com/SimonNRicketts/status/506484653671612417/photo/1,http://twitter.com/SimonNRicketts/status/506484653671612417/photo/1"
"576648981008158720","542793857319305217","2911387702","2015-03-14 07:40:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@EcmaScript7 @l1ambda @jhusain Ironic that a talk about async has out of sync audio/video.","","","",""
"576633945820827648","","","2015-03-14 06:40:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @siavash: The world seen by an ""Object-Oriented"" Programmer. Source: http://t.co/tJIggp89Sa #SoFunny #LovedIt #Programming http://t.co/h…","557984528334348289","42584086","2015-01-21 19:34:13 +0000","http://bit.ly/1BGqvPz,http://twitter.com/siavash/status/557984528334348289/photo/1,http://bit.ly/1BGqvPz,http://twitter.com/siavash/status/557984528334348289/photo/1"
"576633766216495105","","","2015-03-14 06:39:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @nzkoz: Code comments http://t.co/2KDRdfFE9u","538892801941848064","11294","2014-11-30 03:10:30 +0000","http://twitter.com/nzkoz/status/538892801941848064/photo/1,http://twitter.com/nzkoz/status/538892801941848064/photo/1"
"576545640253034496","","","2015-03-14 00:49:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Just installed Blender.  I had no idea you could edit video with it.  I recorded an hour of me fooling around with node, so I'll cut it down","","","",""
"576161403989528576","","","2015-03-12 23:22:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @monsoon0: Why Do We Solve For 'X'? http://t.co/DnhPKn4lFR","576142298393628672","171782897","2015-03-12 22:06:42 +0000","http://n.pr/1w3TaYd,http://n.pr/1w3TaYd"
"575855412857044992","","","2015-03-12 03:06:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The fact that none of them use a standard input says a lot about the state of HTML.","","","",""
"575855145977692160","","","2015-03-12 03:05:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aside from there not being an input.  Twitter is the most legitimate input.  The chosen mentions are in the same element as the tweet.","","","",""
"575854784319647744","","","2015-03-12 03:04:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tumblr tags and twitter mentions don't even use inputs.  They use a contenteditable div.","","","",""
"575854020671078400","","","2015-03-12 03:01:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The input is next to the chosen items.  And it is moved and resized to create the illusion.  But you can't cursor between chosen items.","","","",""
"575853837812043776","","","2015-03-12 03:00:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Look at the autocomplete for contacts on outlook/gmail and tags for tumblr. They all _pretend_ chosen items are part of the input.","","","",""
"575780419993468930","","","2015-03-11 22:08:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @torahhorse: my dad says to make a game about pasta. its a free idea anyone can use","575774807700045824","177965708","2015-03-11 21:46:26 +0000",""
"575779649273262082","575778874702721027","2696338214","2015-03-11 22:05:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@hydezeke Looks great!  Is this for navigation, like a mini map?  Or do you play on it?","","","",""
"575774952806309889","","","2015-03-11 21:47:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I remember ages ago there was going to be a @tha_rami randomly calls with @TheQuinnspiracy.  I was really looking forward to that!","","","",""
"575774267972927488","","","2015-03-11 21:44:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In #js a semi colon at the front is more responsible than at the end.

a = 4;
([1,2,3])  //fragile

vs

a = 4
;([1,2,3])  //solid","","","",""
"575772742387154944","575765344326975488","376807850","2015-03-11 21:38:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ra It's a word now.  So no problem.","","","",""
"575600433227522048","575563567459659776","26452299","2015-03-11 10:13:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@cmuratori What about metric time?","","","",""
"575599466826362880","","","2015-03-11 10:09:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Man, I need to get better at talking during code demonstration videos.  I become 5000% more boring and monotone.","","","",""
"575435513483554816","","","2015-03-10 23:18:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I'd never heard of Thicke before, he oozes slime.  I'd be embarrased to show Blurred Lines in the courtroom to the judge.","","","",""
"575434971294248960","","","2015-03-10 23:16:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Normally I am anti-litigation.  But I just watched Blurred Lines, it copied Gaye. But replaced the soul with tacky, tasteless sleaze.","","","",""
"575428784070885377","575427178520801281","1616151493","2015-03-10 22:51:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@NaomiRomeroArt @EimhinMcNamara I kind of agree with this.  But there is a difference between formal instruction and self directed learning.","","","",""
"575273749210996736","","","2015-03-10 12:35:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","It looks a bit terrible while it is shooting.  But as it dissipates it looks quite compelling.","","","",""
"575273586115510272","","","2015-03-10 12:34:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","That fog is meant to explode when you shoot it with the other gun.  But I'm still thinking how I want to handle that.","","","",""
"575273473691398144","","","2015-03-10 12:34:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Accidentally discovered fog is really easy to make.  Collect the white thing then shoot it with the mouse.
http://t.co/X8DpOmkWVq","","","","http://james-forbes.com/tomFrancisTutorial/"
"574920391795191808","","","2015-03-09 13:11:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","But it is harder than I thought.  So bed.","","","",""
"574919841057894400","","","2015-03-09 13:09:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Trying to figure out a general system for activating components when another system has finished.  Without every system needing to handle it","","","",""
"574909898774851585","","","2015-03-09 12:29:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The only game I can imagine that would benefit from F2P would be a game that tries to expose its underlying machinations.  #gamedev","","","",""
"574907893545222145","","","2015-03-09 12:21:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A better comparison would be a guitar that was free, but could only be played for 30 mins per day.  But you can pay to play longer.","","","",""
"574907650611134464","","","2015-03-09 12:20:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","F2P games profit from addiction mechanics,  because intrinsic value is bad for business.","","","",""
"574907175107080192","","","2015-03-09 12:18:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The comparison is ridiculous.

A learner will probably spend &lt; $1000.  And that guitar will last them many years.","","","",""
"574906790644572160","","","2015-03-09 12:17:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kongregate equates spending $3000 p/a within a f2p game to spending the same to learn to play guitar.  Essentially: hobbies are expensive.","","","",""
"574899640169984000","","","2015-03-09 11:48:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Negating angles doesn't turn your object around, adding Pi does.
Maths ladies and gentleman.","","","",""
"574758344239403008","","","2015-03-09 02:27:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Great to see @ableton_dev's modern approach to development. Disappointed at the disproportional amount of white men. https://t.co/zpYKNLkDcP","","","","https://www.youtube.com/watch?v=tILlZRLhBJE"
"574571918491189249","571765589632413696","1493160152","2015-03-08 14:06:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@TomBoogaart Looks great man.  Feels juicy","","","",""
"574571811939069954","","","2015-03-08 14:06:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Had many attempt at writing a display list.  All that trig must have paid off because I just got it to work, and I understood it! #gamedev","","","",""
"574554820717121536","","","2015-03-08 12:58:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ZoeAppleseed: Sketching this lady #wip #sketch #drawing #doodle http://t.co/0Elfgxmkca","574449050184871937","2268581455","2015-03-08 05:58:20 +0000","http://twitter.com/ZoeAppleseed/status/574449050184871937/photo/1,http://twitter.com/ZoeAppleseed/status/574449050184871937/photo/1"
"574554577539756033","574454341265915904","22199970","2015-03-08 12:57:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LeaVerou  It is mostly the DOM that uses camel case.  There aren't that many two word names in the actual language.","","","",""
"574553255197343746","574449826902904832","272697557","2015-03-08 12:52:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dfuenzal @swannodette Their development practices are great. But it is so depressing how many shots are just a sea of white men.  @Ableton","","","",""
"574548927472517121","","","2015-03-08 12:35:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @LeaVerou: Excellent article on how women dressed femininely face much harsher sexism in tech
https://t.co/Xbr9Hivh4r
by @sailorhg via @…","574476380429225984","22199970","2015-03-08 07:46:57 +0000","https://medium.com/sailorhg/coding-like-a-girl-595b90791cce,https://medium.com/sailorhg/coding-like-a-girl-595b90791cce"
"574498000141053952","","","2015-03-08 09:12:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Grouping Entities by Type and drawing them in that order was really easy because all an ECS is, is querying things by type.

#gamedev","","","",""
"574496972289114113","","","2015-03-08 09:08:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","http://t.co/X8DpOmkWVq
Pt 9 of my Entity Component System approach to @Pentadact 's Game development tutorial (Z-Sorting &amp; Weapon Switching)","","","","http://james-forbes.com/tomFrancisTutorial/"
"574423010653810690","","","2015-03-08 04:14:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Working on life cycles of entities that are linked to other entities.  I've never needed this before now.  So I don't want to overdesign it.","","","",""
"574402640097890304","574401743372578816","428285839","2015-03-08 02:53:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@FussyCashew @cbear_wallis Its a good joke!  But also a useful tool in a game jam or something.  Like an SFXR for ideas.","","","",""
"574400244835688449","574347205181620224","428285839","2015-03-08 02:44:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@FussyCashew @cbear_wallis Suprising how compelling a lot of these pitches are.","","","",""
"574399636829433856","","","2015-03-08 02:41:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Working on an overlay for my Entity Component System in #js http://t.co/G5WMjiUEGc","","","","http://twitter.com/james_a_forbes/status/574399636829433856/photo/1,http://twitter.com/james_a_forbes/status/574399636829433856/photo/1,http://twitter.com/james_a_forbes/status/574399636829433856/photo/1"
"574002663513153536","","","2015-03-07 00:24:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ellaguro: also a bit tired people using ""awesome"" when explaining something as a generic filler word","573971159470989312","22540035","2015-03-06 22:19:22 +0000",""
"573781883009437696","","","2015-03-06 09:47:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @funionnn: I wear dresses. I program computers. This stuff is really important: https://t.co/6Hh8PI5t7Z","573692165957750784","15180622","2015-03-06 03:50:45 +0000","https://medium.com/@sailorhg/coding-like-a-girl-595b90791cce,https://medium.com/@sailorhg/coding-like-a-girl-595b90791cce"
"573634072850771968","573553428296663040","621693237","2015-03-05 23:59:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@p1xelcoder Comic Sans takes it to another place.","","","",""
"573630762055942144","","","2015-03-05 23:46:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @pchiusano: .. as if everything worth knowing can be instantly assimilated without any work or effort on part of the learner.","573583544016109568","21536116","2015-03-05 20:39:08 +0000",""
"573630743949148160","","","2015-03-05 23:46:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @pchiusano: When people don't understand something, crazy that their first response is often to blame the teacher / pedagogy for not bei…","573583360754368512","21536116","2015-03-05 20:38:24 +0000",""
"573630198450536448","","","2015-03-05 23:44:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @WesleyLowery: nailed it http://t.co/i6ss8bdVJ0 http://t.co/qHVKvCfQe8","573588582000103424","14849562","2015-03-05 20:59:09 +0000","http://www.theonion.com/articles/justice-department-calls-on-ferguson-to-align-leve,38155/,http://twitter.com/WesleyLowery/status/573588582000103424/photo/1,http://www.theonion.com/articles/justice-department-calls-on-ferguson-to-align-leve,38155/,http://twitter.com/WesleyLowery/status/573588582000103424/photo/1"
"573370704697147392","","","2015-03-05 06:33:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","*Real estate agent grabs contractor by the collar*

WHO ARE YOU?! WHO DO YOU WORK FOR?!

I ... I told you .... I work for myself.","","","",""
"573369996702814208","","","2015-03-05 06:30:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Where is your work?

Anywhere

Who do you work for?

Myself

But where does the money come from?

The internet...

*stares blankly*","","","",""
"573369463866830848","","","2015-03-05 06:28:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Can you afford this place?

Ummm, I'm a programmer.... so...

What's a programmer?  We need payslips.

I work for myself.

*head explodes*","","","",""
"573368274056052736","573351085076709378","165537786","2015-03-05 06:23:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@radiatoryang 40?  Is that normal in the states?","","","",""
"573361689569169410","","","2015-03-05 05:57:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","House hunting is _so_ stressful.","","","",""
"572321148475588608","","","2015-03-02 09:02:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","internet.replaceAll(""gameplay"",""game"")","","","",""
"572226611128479744","","","2015-03-02 02:47:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Western civilization's legacy will be starting crusades based on assumptions without evidence. e.g. WMD's, Fat intake, Fear of immigrants.","","","",""
